int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,string,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int
1427,0,4,0,0,1,0,0,1,0,0,5,0,0,0,0,"+1 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1428,0,4,0,0,2,0,0,2,0,0,5,0,0,0,0,"+2 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1429,0,4,0,0,3,0,0,3,0,0,5,0,0,0,0,"+3 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1430,0,4,0,0,4,0,0,4,0,0,5,0,0,0,0,"+4 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1431,0,4,0,0,5,0,0,5,0,0,5,0,0,0,0,"+5 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1432,0,4,0,0,6,0,0,6,0,0,5,0,0,0,0,"+6 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1433,0,4,0,0,7,0,0,7,0,0,5,0,0,0,0,"+7 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1434,0,4,0,0,8,0,0,8,0,0,5,0,0,0,0,"+8 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1435,0,4,0,0,9,0,0,9,0,0,5,0,0,0,0,"+9 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1436,0,4,0,0,10,0,0,10,0,0,5,0,0,0,0,"+10 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1437,0,4,0,0,11,0,0,11,0,0,5,0,0,0,0,"+11 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1438,0,4,0,0,12,0,0,12,0,0,5,0,0,0,0,"+12 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1439,0,4,0,0,13,0,0,13,0,0,5,0,0,0,0,"+13 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1440,0,4,0,0,14,0,0,14,0,0,5,0,0,0,0,"+14 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1441,0,4,0,0,15,0,0,15,0,0,5,0,0,0,0,"+15 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1442,0,4,0,0,16,0,0,16,0,0,5,0,0,0,0,"+16 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1443,0,4,0,0,17,0,0,17,0,0,5,0,0,0,0,"+17 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1444,0,4,0,0,18,0,0,18,0,0,5,0,0,0,0,"+18 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1445,0,4,0,0,19,0,0,19,0,0,5,0,0,0,0,"+19 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1446,0,4,0,0,20,0,0,20,0,0,5,0,0,0,0,"+20 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1447,0,4,0,0,21,0,0,21,0,0,5,0,0,0,0,"+21 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1448,0,4,0,0,22,0,0,22,0,0,5,0,0,0,0,"+22 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1449,0,4,0,0,23,0,0,23,0,0,5,0,0,0,0,"+23 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1450,0,4,0,0,24,0,0,24,0,0,5,0,0,0,0,"+24 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1451,0,4,0,0,25,0,0,25,0,0,5,0,0,0,0,"+25 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1452,0,4,0,0,26,0,0,26,0,0,5,0,0,0,0,"+26 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1453,0,4,0,0,27,0,0,27,0,0,5,0,0,0,0,"+27 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1454,0,4,0,0,28,0,0,28,0,0,5,0,0,0,0,"+28 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1455,0,4,0,0,29,0,0,29,0,0,5,0,0,0,0,"+29 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1456,0,4,0,0,30,0,0,30,0,0,5,0,0,0,0,"+30 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1457,0,4,0,0,31,0,0,31,0,0,5,0,0,0,0,"+31 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1458,0,4,0,0,32,0,0,32,0,0,5,0,0,0,0,"+32 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1459,0,4,0,0,33,0,0,33,0,0,5,0,0,0,0,"+33 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1460,0,4,0,0,34,0,0,34,0,0,5,0,0,0,0,"+34 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1461,0,4,0,0,35,0,0,35,0,0,5,0,0,0,0,"+35 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1462,0,4,0,0,36,0,0,36,0,0,5,0,0,0,0,"+36 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1463,0,4,0,0,37,0,0,37,0,0,5,0,0,0,0,"+37 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1464,0,4,0,0,38,0,0,38,0,0,5,0,0,0,0,"+38 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1465,0,4,0,0,39,0,0,39,0,0,5,0,0,0,0,"+39 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1466,0,4,0,0,40,0,0,40,0,0,5,0,0,0,0,"+40 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1467,0,4,0,0,41,0,0,41,0,0,5,0,0,0,0,"+41 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1468,0,4,0,0,42,0,0,42,0,0,5,0,0,0,0,"+42 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1469,0,4,0,0,43,0,0,43,0,0,5,0,0,0,0,"+43 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1470,0,4,0,0,44,0,0,44,0,0,5,0,0,0,0,"+44 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1471,0,4,0,0,45,0,0,45,0,0,5,0,0,0,0,"+45 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1472,0,4,0,0,46,0,0,46,0,0,5,0,0,0,0,"+46 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1483,0,5,0,0,150,0,0,150,0,0,0,0,0,0,0,"+150 points de mana",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,50
1503,0,5,0,0,100,0,0,100,0,0,1,0,0,0,0,"+100 points de vie",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,50
1504,0,4,0,0,125,0,0,125,0,0,0,0,0,0,0,"+125 Armure",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,50
1505,0,4,0,0,20,0,0,20,0,0,2,0,0,0,0,"+20 à la résistance au Feu",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,50
1506,0,5,0,0,8,0,0,8,0,0,4,0,0,0,0,"+8 Force",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,50
1507,0,5,0,0,8,0,0,8,0,0,7,0,0,0,0,"+8 Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,50
1508,0,5,0,0,8,0,0,8,0,0,3,0,0,0,0,"+8 Agilité",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,50
1509,0,5,0,0,8,0,0,8,0,0,5,0,0,0,0,"+8 Intelligence",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,50
1510,0,5,0,0,8,0,0,8,0,0,6,0,0,0,0,"+8 Esprit",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,50
1523,0,5,4,0,85,14,0,85,14,0,0,2,0,0,0,"+85/14 MANA/RF",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1524,0,5,4,0,75,14,0,75,14,0,1,2,0,0,0,"+75/14 PV/RF",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1525,0,4,4,0,110,14,0,110,14,0,0,2,0,0,0,"+110/14 CA/RF",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1526,0,3,0,0,0,0,0,0,0,0,15440,0,0,0,0,"+10/14 FOR/RF",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1527,0,3,0,0,0,0,0,0,0,0,15442,0,0,0,0,"+10/14 END/RF",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1528,0,3,0,0,0,0,0,0,0,0,15445,0,0,0,0,"+10/14 AGI/RF",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1529,0,3,0,0,0,0,0,0,0,0,15447,0,0,0,0,"+10/14 INT/RF",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1530,0,3,0,0,0,0,0,0,0,0,15456,0,0,0,0,"+10/14 ESP/RF",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1531,0,5,5,0,10,10,0,10,10,0,4,7,0,0,0,"+10/10 FOR/END",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1532,0,3,3,0,0,0,0,0,0,0,15462,15461,0,0,0,"+10/10/110/15 FOR/END/CA/RF",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1543,0,3,3,0,0,0,0,0,0,0,15489,15488,0,0,0,"+10/10/100/15 INT/ESP/MANA/RF",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1563,0,5,0,0,2,0,0,2,0,0,38,0,0,0,0,"+2 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1583,0,5,0,0,4,0,0,4,0,0,38,0,0,0,0,"+4 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1584,0,5,0,0,6,0,0,6,0,0,38,0,0,0,0,"+6 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1585,0,5,0,0,8,0,0,8,0,0,38,0,0,0,0,"+8 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1586,0,5,0,0,10,0,0,10,0,0,38,0,0,0,0,"+10 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1587,0,5,0,0,12,0,0,12,0,0,38,0,0,0,0,"+12 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1588,0,5,0,0,14,0,0,14,0,0,38,0,0,0,0,"+14 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1589,0,5,0,0,16,0,0,16,0,0,38,0,0,0,0,"+16 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1590,0,5,0,0,18,0,0,18,0,0,38,0,0,0,0,"+18 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1591,0,5,0,0,20,0,0,20,0,0,38,0,0,0,0,"+20 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1592,0,5,0,0,22,0,0,22,0,0,38,0,0,0,0,"+22 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1593,0,5,0,0,24,0,0,24,0,0,38,0,0,0,0,"+24 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1594,0,5,0,0,26,0,0,26,0,0,38,0,0,0,0,"+26 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1595,0,5,0,0,28,0,0,28,0,0,38,0,0,0,0,"+28 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1596,0,5,0,0,30,0,0,30,0,0,38,0,0,0,0,"+30 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1597,0,5,0,0,32,0,0,32,0,0,38,0,0,0,0,"+32 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1598,0,5,0,0,34,0,0,34,0,0,38,0,0,0,0,"+34 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1599,0,5,0,0,36,0,0,36,0,0,38,0,0,0,0,"+36 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1600,0,5,0,0,38,0,0,38,0,0,38,0,0,0,0,"+38 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1601,0,5,0,0,32,0,0,32,0,0,38,0,0,0,0,"+32 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1602,0,5,0,0,42,0,0,42,0,0,38,0,0,0,0,"+42 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1603,0,5,0,0,44,0,0,44,0,0,38,0,0,0,0,"+44 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1604,0,5,0,0,46,0,0,46,0,0,38,0,0,0,0,"+46 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1605,0,5,0,0,48,0,0,48,0,0,38,0,0,0,0,"+48 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1606,0,5,0,0,50,0,0,50,0,0,38,0,0,0,0,"+50 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,101,0,0,0,0,0,0
1607,0,5,0,0,52,0,0,52,0,0,38,0,0,0,0,"+52 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1608,0,5,0,0,54,0,0,54,0,0,38,0,0,0,0,"+54 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1609,0,5,0,0,56,0,0,56,0,0,38,0,0,0,0,"+56 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1610,0,5,0,0,58,0,0,58,0,0,38,0,0,0,0,"+58 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1611,0,5,0,0,60,0,0,60,0,0,38,0,0,0,0,"+60 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1612,0,5,0,0,62,0,0,62,0,0,38,0,0,0,0,"+62 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1613,0,5,0,0,64,0,0,64,0,0,38,0,0,0,0,"+64 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1614,0,5,0,0,66,0,0,66,0,0,38,0,0,0,0,"+66 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1615,0,5,0,0,68,0,0,68,0,0,38,0,0,0,0,"+68 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1616,0,5,0,0,70,0,0,70,0,0,38,0,0,0,0,"+70 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1617,0,5,0,0,72,0,0,72,0,0,38,0,0,0,0,"+72 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1618,0,5,0,0,74,0,0,74,0,0,38,0,0,0,0,"+74 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1619,0,5,0,0,76,0,0,76,0,0,38,0,0,0,0,"+76 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1620,0,5,0,0,78,0,0,78,0,0,38,0,0,0,0,"+78 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1621,0,5,0,0,80,0,0,80,0,0,38,0,0,0,0,"+80 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1622,0,5,0,0,82,0,0,82,0,0,38,0,0,0,0,"+82 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1623,0,5,0,0,84,0,0,84,0,0,38,0,0,0,0,"+84 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1624,0,5,0,0,86,0,0,86,0,0,38,0,0,0,0,"+86 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1625,0,5,0,0,88,0,0,88,0,0,38,0,0,0,0,"+88 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1626,0,5,0,0,90,0,0,90,0,0,38,0,0,0,0,"+90 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1627,0,5,0,0,92,0,0,92,0,0,38,0,0,0,0,"+92 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1643,0,2,0,0,8,0,0,8,0,0,0,0,0,0,0,"Aiguisé (+8 points de dégâts)",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1663,0,6,0,0,16,0,0,16,0,0,0,0,0,0,0,"Croque-roc 5",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,61,9,0,0,0,0,0
1664,0,6,0,0,43,0,0,43,0,0,0,0,0,0,0,"Croque-roc 7",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,61,9,0,0,0,0,0
1665,0,3,0,0,100,0,0,100,0,0,16311,0,0,0,0,"Langue de feu 5",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,32,9,0,0,0,0,0
1666,0,3,0,0,100,0,0,100,0,0,16312,0,0,0,0,"Langue de feu 6",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,32,9,0,0,0,0,0
1667,0,1,0,0,0,0,0,0,0,0,16352,0,0,0,0,"Arme de givre 4",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,33,9,0,0,0,0,0
1668,0,1,0,0,0,0,0,0,0,0,16353,0,0,0,0,"Arme de givre 5",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,33,9,0,0,0,0,0
1669,0,3,0,0,20,0,0,20,0,0,33757,0,0,0,0,"Furie-des-vents 4",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,81,9,0,0,0,0,0
1683,0,1,0,0,100,0,0,100,0,0,16389,0,0,0,0,"Totem Langue de feu 4",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,32,7,0,0,0,0,0
1703,0,2,0,0,8,0,0,8,0,0,0,0,0,0,0,"Équilibré (+8 points de dégâts)",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1704,0,3,0,0,0,0,0,0,0,0,16624,0,0,0,0,"Pointe en thorium (20-30)",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1723,0,1,0,0,0,0,0,0,0,0,16870,0,0,0,0,"Augure de clarté",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,26,1,0,0,0,0,0
1743,0,1,0,0,100,0,0,100,0,0,19109,0,0,0,0,"MHTest02",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,105,0,0,0,0,0,0
1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sang froid",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,33,0,0,0,0,0,0
1783,0,1,0,0,20,0,0,20,0,0,8516,0,0,0,0,"Totem Furie-des-vents 1",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,81,7,0,0,0,0,0
1803,0,1,0,0,0,0,0,0,0,0,17809,0,0,0,0,"Pierre de feu 1",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,32,3,0,0,0,0,0
1823,0,1,0,0,0,0,0,0,0,0,17933,0,0,0,0,"Pierre de feu 2",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,32,3,0,0,0,0,0
1824,0,1,0,0,0,0,0,0,0,0,17934,0,0,0,0,"Pierre de feu 3",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,32,3,0,0,0,0,0
1825,0,1,0,0,0,0,0,0,0,0,17935,0,0,0,0,"Pierre de feu 4",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,32,3,0,0,0,0,0
1843,0,4,0,0,40,0,0,40,0,0,0,0,0,0,0,"Renforcé (+40 Armure)",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1863,0,1,0,0,0,0,0,0,0,0,19267,0,0,0,0,"Réaction 2",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,107,1,0,0,0,0,0
1864,0,1,0,0,0,0,0,0,0,0,19268,0,0,0,0,"Réaction 3",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,107,1,0,0,0,0,0
1865,0,1,0,0,0,0,0,0,0,0,19269,0,0,0,0,"Réaction 4",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,107,1,0,0,0,0,0
1866,0,1,0,0,0,0,0,0,0,0,19270,0,0,0,0,"Réaction 5",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,107,1,0,0,0,0,0
1883,0,5,0,0,7,0,0,7,0,0,5,0,0,0,0,"+7 Intelligence",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1884,0,5,0,0,9,0,0,9,0,0,6,0,0,0,0,"+9 Esprit",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1885,0,5,0,0,9,0,0,9,0,0,4,0,0,0,0,"+9 Force",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1886,0,5,0,0,9,0,0,9,0,0,7,0,0,0,0,"+9 Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1887,0,5,0,0,7,0,0,7,0,0,3,0,0,0,0,"+7 Agilité",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1888,0,3,0,0,0,0,0,0,0,0,19992,0,0,0,0,"+5 à toutes les résistances",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1889,0,4,0,0,70,0,0,70,0,0,0,0,0,0,0,"+70 Armure",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1890,0,5,3,0,4,0,0,4,0,0,43,21594,0,0,0,"+4 points de mana et de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,29,0,0,0,0,0,0
1891,0,3,0,0,0,0,0,0,0,0,19988,0,0,0,0,"+4 à toutes les caractéristiques",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1892,0,3,0,0,0,0,0,0,0,0,19990,0,0,0,0,"+100 points de vie",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1893,0,5,0,0,100,0,0,100,0,0,0,0,0,0,0,"+100 points de mana",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
1894,0,1,0,0,0,0,0,0,0,0,20005,0,0,0,0,"Arme glacée",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,126,0,0,0,0,0,0
1895,0,2,0,0,9,0,0,9,0,0,0,0,0,0,0,"+9 aux dégâts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,2,0,0,0,0,0,0
1896,0,2,0,0,9,0,0,9,0,0,0,0,0,0,0,"+9 aux dégâts de l'arme",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,24,0,0,0,0,0,0
1897,0,2,0,0,5,0,0,5,0,0,0,0,0,0,0,"+5 aux dégâts de l'arme",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,2,0,0,0,0,0,0
1898,0,1,0,0,0,0,0,0,0,0,20004,0,0,0,0,"Vampirique",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,107,0,0,0,0,0,0
